t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
2309940,4095,4095,0.0,0.0,80.5,61.5,1,1
2310040,4095,4095,0.0,0.0,80.5,61.5,1,1
2310140,4095,4095,0.0,0.0,80.5,61.5,1,1
2310240,4095,4095,0.0,0.0,80.5,61.5,1,1
2310340,4095,4095,0.0,0.0,80.5,61.5,1,1
2310440,4095,4095,0.0,0.0,80.5,61.5,1,1
2310540,4095,4095,0.0,0.0,80.5,61.5,1,1
2310640,4091,4095,0.0,0.0,80.5,61.5,1,1
2310740,4095,4095,0.0,0.0,80.5,61.5,1,1
2310840,4095,4095,0.0,0.0,80.5,61.5,1,1
2310940,4095,4095,0.0,0.0,80.5,61.5,1,1
2311040,4095,4070,0.0,0.0,80.5,61.5,1,1
2311140,4095,4095,0.0,0.0,80.5,61.5,1,1
2311240,4095,4095,0.0,0.0,80.5,61.5,1,1
2311340,4095,4093,0.0,0.0,80.5,61.5,1,1
2311440,4095,4095,0.0,0.0,80.5,61.5,1,1
2311540,4095,4095,0.0,0.0,80.5,61.5,1,1
2311640,4095,3703,0.0,0.0,80.5,61.5,1,1
2311740,4095,4095,0.0,0.0,80.5,61.5,1,1
2311840,4095,4095,0.0,0.0,80.5,61.5,1,1
2311940,4095,4095,0.0,0.0,80.5,61.5,1,1
2312040,4095,4095,0.0,0.0,80.5,61.5,1,1
2312140,4095,4095,0.0,0.0,80.5,61.5,1,1
2312240,4095,4058,0.0,0.0,80.5,61.5,1,1
2312340,4095,4095,0.0,0.0,80.5,61.5,1,1
2312440,4095,4095,0.0,0.0,80.5,61.5,1,1
2312540,4095,4095,0.0,0.0,80.5,61.5,1,1
2312640,4095,4090,0.0,0.0,80.5,61.5,1,1
2312740,4095,4095,0.0,0.0,80.5,61.5,1,1
2312840,4095,4095,0.0,0.0,80.5,61.5,1,1
2312940,4095,4095,0.0,0.0,80.5,61.5,1,1
2313040,4095,4095,0.0,0.0,80.5,61.5,1,1
2313140,4095,4095,0.0,0.0,80.5,61.5,1,1
2313240,4095,4095,0.0,0.0,80.5,61.5,1,1
2313340,4095,4071,0.0,0.0,80.5,61.5,1,1
2313440,4095,4095,0.0,0.0,80.5,61.5,1,1
2313540,4095,4019,0.0,0.0,80.5,61.5,1,1
2313640,4095,4049,0.0,0.0,80.5,61.5,1,1
2313740,4095,4095,0.0,0.0,80.5,61.5,1,1
2313840,4095,4095,0.0,0.0,80.5,61.5,1,1
2313940,4095,4095,0.0,0.0,80.5,61.5,1,1
2314040,4090,4095,0.0,0.0,80.5,61.5,1,1
2314140,4095,4095,0.0,0.0,80.5,61.5,1,1
2314240,4031,4048,0.0,0.0,80.5,61.5,1,1
2314340,4095,4095,0.0,0.0,80.5,61.5,1,1
2314440,4095,4095,0.0,0.0,80.5,61.5,1,1
2314540,4095,4095,0.0,0.0,80.5,61.5,1,1
2314640,4095,4095,0.0,0.0,80.5,61.5,1,1
2314740,4095,4095,0.0,0.0,80.5,61.5,1,1
2314840,4095,4095,0.0,0.0,80.5,61.5,1,1
2314940,4095,4094,0.0,0.0,80.5,61.5,1,1
2315040,4095,4095,0.0,0.0,80.5,61.5,1,1
2315140,4095,4095,0.0,0.0,80.5,61.5,1,1
2315240,4095,4095,0.0,0.0,80.5,61.5,1,1
2315340,4095,4095,0.0,0.0,80.5,61.5,1,1
2315440,4095,4095,0.0,0.0,80.5,61.5,1,1
2315540,4095,4095,0.0,0.0,80.5,61.5,1,1
2315640,4095,4095,0.0,0.0,80.5,61.5,1,1
2315740,4095,4095,0.0,0.0,80.5,61.5,1,1
2315840,4095,4068,0.0,0.0,80.5,61.5,1,1
2315940,4095,4095,0.0,0.0,80.5,61.5,1,1
2316040,4095,3810,0.0,0.0,80.5,61.5,1,1
2316140,4095,4095,0.0,0.0,80.5,61.5,1,1
2316240,4095,4095,0.0,0.0,80.5,61.5,1,1
2316340,4095,4095,0.0,0.0,80.5,61.5,1,1
2316440,4095,4095,0.0,0.0,80.5,61.5,1,1
2316540,4095,4067,0.0,0.0,80.5,61.5,1,1
2316640,4095,4083,0.0,0.0,80.5,61.5,1,1
2316740,4095,4095,0.0,0.0,80.5,61.5,1,1
2316840,4095,4095,0.0,0.0,80.5,61.5,1,1
2316940,4095,4095,0.0,0.0,80.5,61.5,1,1
2317040,4095,4086,0.0,0.0,80.5,61.5,1,1
2317140,4095,4095,0.0,0.0,80.5,61.5,1,1
2317240,4095,4095,0.0,0.0,80.5,61.5,1,1
2317340,4095,4095,0.0,0.0,80.5,61.5,1,1
2317440,4095,4086,0.0,0.0,80.5,61.5,1,1
2317540,4095,4095,0.0,0.0,80.5,61.5,1,1
2317640,4095,4095,0.0,0.0,80.5,61.5,1,1
2317740,4095,4087,0.0,0.0,80.5,61.5,1,1
2317840,4095,4095,0.0,0.0,80.5,61.5,1,1
2317940,4095,4095,0.0,0.0,80.5,61.5,1,1
2318040,4080,4095,0.0,0.0,80.5,61.5,1,1
2318140,4095,4075,0.0,0.0,80.5,61.5,1,1
2318240,4095,4095,0.0,0.0,80.5,61.5,1,1
2318340,4095,4095,0.0,0.0,80.5,61.5,1,1
2318440,4095,4076,0.0,0.0,80.5,61.5,1,1
2318540,4095,4095,0.0,0.0,80.5,61.5,1,1
2318640,4095,4066,0.0,0.0,80.5,61.5,1,1
2318740,4095,4095,0.0,0.0,80.5,61.5,1,1
2318840,4095,4095,0.0,0.0,80.5,61.5,1,1
2318940,4095,4083,0.0,0.0,80.5,61.5,1,1
2319040,4095,4095,0.0,0.0,80.5,61.5,1,1
2319140,4095,4095,0.0,0.0,80.5,61.5,1,1
2319240,4095,4095,0.0,0.0,80.5,61.5,1,1
2319340,4095,4095,0.0,0.0,80.5,61.5,1,1
2319440,4095,4095,0.0,0.0,80.5,61.5,1,1
2319540,4095,4095,0.0,0.0,80.5,61.5,1,1
2319640,4095,4095,0.0,0.0,80.5,61.5,1,1
2319740,4095,4067,0.0,0.0,80.5,61.5,1,1
2319840,4095,4095,0.0,0.0,80.5,61.5,1,1
2319940,4095,4043,0.0,0.0,80.5,61.5,1,1
2320040,4095,4095,0.0,0.0,80.5,61.5,1,1
2320140,4095,4095,0.0,0.0,80.5,61.5,1,1
2320240,4095,4095,0.0,0.0,80.5,61.5,1,1
2320340,4095,4095,0.0,0.0,80.5,61.5,1,1
2320440,4095,4095,0.0,0.0,80.5,61.5,1,1
2320540,4095,4095,0.0,0.0,80.5,61.5,1,1
2320640,4095,4095,0.0,0.0,80.5,61.5,1,1
2320740,4095,4095,0.0,0.0,80.5,61.5,1,1
2320840,4095,4095,0.0,0.0,80.5,61.5,1,1
2320940,4095,4071,0.0,0.0,80.5,61.5,1,1
2321040,4095,4095,0.0,0.0,80.5,61.5,1,1
2321140,4095,4095,0.0,0.0,80.5,61.5,1,1
2321240,4095,4095,0.0,0.0,80.5,61.5,1,1
2321340,4095,4094,0.0,0.0,80.5,61.5,1,1
2321440,4095,4095,0.0,0.0,80.5,61.5,1,1
2321540,4095,4087,0.0,0.0,80.5,61.5,1,1
2321640,4095,4095,0.0,0.0,80.5,61.5,1,1
2321740,4095,4095,0.0,0.0,80.5,61.5,1,1
2321840,4095,4095,0.0,0.0,80.5,61.5,1,1
2321940,4095,4095,0.0,0.0,80.5,61.5,1,1
2322040,4095,3952,0.0,0.0,80.5,61.5,1,1
2322140,4095,4095,0.0,0.0,80.5,61.5,1,1
2322240,4095,4095,0.0,0.0,80.5,61.5,1,1
2322340,4095,4095,0.0,0.0,80.5,61.5,1,1
2322440,4095,4095,0.0,0.0,80.5,61.5,1,1
2322540,4095,4095,0.0,0.0,80.5,61.5,1,1
2322640,4095,4095,0.0,0.0,80.5,61.5,1,1
2322740,4095,4095,0.0,0.0,80.5,61.5,1,1
2322840,4095,4095,0.0,0.0,80.5,61.5,1,1
2322940,4095,4095,0.0,0.0,80.5,61.5,1,1
2323040,4095,4095,0.0,0.0,80.5,61.5,1,1
2323140,4095,4071,0.0,0.0,80.5,61.5,1,1
2323240,4095,4095,0.0,0.0,80.5,61.5,1,1
2323340,3921,4095,0.0,0.0,80.5,61.5,1,1
2323440,4095,4095,0.0,0.0,80.5,61.5,1,1
2323540,4095,4095,0.0,0.0,80.5,61.5,1,1
2323640,4095,4095,0.0,0.0,80.5,61.5,1,1
2323740,4095,4042,0.0,0.0,80.5,61.5,1,1
2323840,4095,4095,0.0,0.0,80.5,61.5,1,1
2323940,4095,4028,0.0,0.0,80.5,61.5,1,1
2324040,4095,4095,0.0,0.0,80.5,61.5,1,1
2324140,4095,4095,0.0,0.0,80.5,61.5,1,1
2324240,4095,4094,0.0,0.0,80.5,61.5,1,1
2324340,4095,4095,0.0,0.0,80.5,61.5,1,1
2324440,4095,4027,0.0,0.0,80.5,61.5,1,1
2324540,4095,4080,0.0,0.0,80.5,61.5,1,1
2324640,4095,4078,0.0,0.0,80.5,61.5,1,1
2324740,4095,4095,0.0,0.0,80.5,61.5,1,1
2324840,4095,4095,0.0,0.0,80.5,61.5,1,1
2324940,4095,4071,0.0,0.0,80.5,61.5,1,1
2325040,4095,4095,0.0,0.0,80.5,61.5,1,1
2325140,4095,4095,0.0,0.0,80.5,61.5,1,1
2325240,4095,4095,0.0,0.0,80.5,61.5,1,1
2325340,4095,4095,0.0,0.0,80.5,61.5,1,1
2325440,4095,4095,0.0,0.0,80.5,61.5,1,1
2325540,4095,4095,0.0,0.0,80.5,61.5,1,1
2325640,4095,4095,0.0,0.0,80.5,61.5,1,1
2325740,4095,4095,0.0,0.0,80.5,61.5,1,1
2325840,4095,4095,0.0,0.0,80.5,61.5,1,1
2325940,4095,4095,0.0,0.0,80.5,61.5,1,1
2326040,4095,4095,0.0,0.0,80.5,61.5,1,1
2326140,4095,4095,0.0,0.0,80.5,61.5,1,1
2326240,4095,4085,0.0,0.0,80.5,61.5,1,1
2326340,4095,4095,0.0,0.0,80.5,61.5,1,1
2326440,4095,4085,0.0,0.0,80.5,61.5,1,1
2326540,4095,4095,0.0,0.0,80.5,61.5,1,1
2326640,4095,4095,0.0,0.0,80.5,61.5,1,1
2326740,4095,4095,0.0,0.0,80.5,61.5,1,1
2326840,4095,4078,0.0,0.0,80.5,61.5,1,1
2326940,4095,4095,0.0,0.0,80.5,61.5,1,1
2327040,4095,4095,0.0,0.0,80.5,61.5,1,1
2327140,4095,4085,0.0,0.0,80.5,61.5,1,1
2327240,4095,4095,0.0,0.0,80.5,61.5,1,1
2327340,4059,4056,0.0,0.0,80.5,61.5,1,1
2327440,4095,4095,0.0,0.0,80.5,61.5,1,1
2327540,4095,4080,0.0,0.0,80.5,61.5,1,1
2327640,4095,4069,0.0,0.0,80.5,61.5,1,1
2327740,4095,4095,0.0,0.0,80.5,61.5,1,1
2327840,4095,4095,0.0,0.0,80.5,61.5,1,1
2327940,4095,4095,0.0,0.0,80.5,61.5,1,1
2328040,4095,4095,0.0,0.0,80.5,61.5,1,1
2328140,4095,4095,0.0,0.0,80.5,61.5,1,1
2328240,4095,4095,0.0,0.0,80.5,61.5,1,1
2328340,4095,4095,0.0,0.0,80.5,61.5,1,1
2328440,4095,4095,0.0,0.0,80.5,61.5,1,1
2328540,4095,4095,0.0,0.0,80.5,61.5,1,1
2328640,4095,4095,0.0,0.0,80.5,61.5,1,1
2328740,4095,4095,0.0,0.0,80.5,61.5,1,1
2328840,4095,4095,0.0,0.0,80.5,61.5,1,1
2328940,4095,4095,0.0,0.0,80.5,61.5,1,1
2329040,4095,4095,0.0,0.0,80.5,61.5,1,1
2329140,4095,4095,0.0,0.0,80.5,61.5,1,1
2329240,4095,4095,0.0,0.0,80.5,61.5,1,1
2329340,4095,4095,0.0,0.0,80.5,61.5,1,1
2329440,4095,4095,0.0,0.0,80.5,61.5,1,1
2329540,4095,4095,0.0,0.0,80.5,61.5,1,1
2329640,4095,4039,0.0,0.0,80.5,61.5,1,1
2329740,4095,3979,0.0,0.0,80.5,61.5,1,1
2329840,4095,4095,0.0,0.0,80.5,61.5,1,1
2329940,4095,4089,0.0,0.0,80.5,61.5,1,1
2330040,4095,4095,0.0,0.0,80.5,61.5,1,1
2330140,4095,4095,0.0,0.0,80.5,61.5,1,1
2330240,4095,4095,0.0,0.0,80.5,61.5,1,1
2330340,4095,4095,0.0,0.0,80.5,61.5,1,1
2330440,4095,4095,0.0,0.0,80.5,61.5,1,1
2330540,4046,4085,0.0,0.0,80.5,61.5,1,1
2330640,4095,4050,0.0,0.0,80.5,61.5,1,1
2330740,4095,4095,0.0,0.0,80.5,61.5,1,1
2330840,4095,4095,0.0,0.0,80.5,61.5,1,1
2330940,4095,4055,0.0,0.0,80.5,61.5,1,1
2331040,4095,4004,0.0,0.0,80.5,61.5,1,1
2331140,4095,4009,0.0,0.0,80.5,61.5,1,1
2331240,4095,4086,0.0,0.0,80.5,61.5,1,1
2331340,4095,4095,0.0,0.0,80.5,61.5,1,1
2331440,4095,4095,0.0,0.0,80.5,61.5,1,1
2331540,4095,4095,0.0,0.0,80.5,61.5,1,1
2331640,4095,4095,0.0,0.0,80.5,61.5,1,1
2331740,4095,4045,0.0,0.0,80.5,61.5,1,1
2331840,4095,4043,0.0,0.0,80.5,61.5,1,1
2331940,4095,4095,0.0,0.0,80.5,61.5,1,1
2332040,4095,4021,0.0,0.0,80.5,61.5,1,1
2332140,4095,4095,0.0,0.0,80.5,61.5,1,1
2332240,4095,4095,0.0,0.0,80.5,61.5,1,1
2332340,4095,4095,0.0,0.0,80.5,61.5,1,1
2332440,4095,4095,0.0,0.0,80.5,61.5,1,1
2332540,4095,4095,0.0,0.0,80.5,61.5,1,1
2332640,4095,4095,0.0,0.0,80.5,61.5,1,1
2332740,4095,4095,0.0,0.0,80.5,61.5,1,1
2332840,4095,4095,0.0,0.0,80.5,61.5,1,1
2332940,4095,4095,0.0,0.0,80.5,61.5,1,1
2333040,4095,4095,0.0,0.0,80.5,61.5,1,1
2333140,4095,4095,0.0,0.0,80.5,61.5,1,1
2333240,4095,4095,0.0,0.0,80.5,61.5,1,1
2333340,4095,4095,0.0,0.0,80.5,61.5,1,1
2333440,4095,4095,0.0,0.0,80.5,61.5,1,1
2333540,4095,4095,0.0,0.0,80.5,61.5,1,1
2333640,4095,4095,0.0,0.0,80.5,61.5,1,1
2333740,4095,4095,0.0,0.0,80.5,61.5,1,1
2333840,4095,4095,0.0,0.0,80.5,61.5,1,1
2333940,4095,3969,0.0,0.0,80.5,61.5,1,1
2334040,4095,4067,0.0,0.0,80.5,61.5,1,1
2334140,4095,4095,0.0,0.0,80.5,61.5,1,1
2334240,4095,4095,0.0,0.0,80.5,61.5,1,1
2334340,4095,4095,0.0,0.0,80.5,61.5,1,1
2334440,4080,4095,0.0,0.0,80.5,61.5,1,1
2334540,4095,4080,0.0,0.0,80.5,61.5,1,1
2334640,4095,4076,0.0,0.0,80.5,61.5,1,1
2334740,4094,4095,0.0,0.0,80.5,61.5,1,1
2334840,4095,4095,0.0,0.0,80.5,61.5,1,1
2334940,4095,4095,0.0,0.0,80.5,61.5,1,1
2335040,4095,4090,0.0,0.0,80.5,61.5,1,1
2335140,4095,4095,0.0,0.0,80.5,61.5,1,1
2335240,4095,4073,0.0,0.0,80.5,61.5,1,1
2335340,4095,4090,0.0,0.0,80.5,61.5,1,1
2335440,4095,4077,0.0,0.0,80.5,61.5,1,1
2335540,4095,4095,0.0,0.0,80.5,61.5,1,1
2335640,4095,4090,0.0,0.0,80.5,61.5,1,1
2335740,4095,4095,0.0,0.0,80.5,61.5,1,1
2335840,4095,4095,0.0,0.0,80.5,61.5,1,1
2335940,4095,4095,0.0,0.0,80.5,61.5,1,1
2336040,4093,4095,0.0,0.0,80.5,61.5,1,1
2336140,4095,4095,0.0,0.0,80.5,61.5,1,1
2336240,4095,4055,0.0,0.0,80.5,61.5,1,1
2336340,4095,4095,0.0,0.0,80.5,61.5,1,1
2336440,4095,4095,0.0,0.0,80.5,61.5,1,1
2336540,4095,4095,0.0,0.0,80.5,61.5,1,1
2336640,4095,4095,0.0,0.0,80.5,61.5,1,1
2336740,4095,4095,0.0,0.0,80.5,61.5,1,1
2336840,4095,4095,0.0,0.0,80.5,61.5,1,1
2336940,4095,4095,0.0,0.0,80.5,61.5,1,1
2337040,4095,4095,0.0,0.0,80.5,61.5,1,1
2337140,4095,4095,0.0,0.0,80.5,61.5,1,1
2337240,4095,4095,0.0,0.0,80.5,61.5,1,1
2337340,4095,4095,0.0,0.0,80.5,61.5,1,1
2337440,4095,4095,0.0,0.0,80.5,61.5,1,1
2337540,4095,4095,0.0,0.0,80.5,61.5,1,1
2337640,4095,4095,0.0,0.0,80.5,61.5,1,1
2337740,4095,4095,0.0,0.0,80.5,61.5,1,1
2337840,4095,4053,0.0,0.0,80.5,61.5,1,1
2337940,4095,4095,0.0,0.0,80.5,61.5,1,1
2338040,4095,4080,0.0,0.0,80.5,61.5,1,1
2338140,4095,4090,0.0,0.0,80.5,61.5,1,1
2338240,4095,4095,0.0,0.0,80.5,61.5,1,1
2338340,4095,4095,0.0,0.0,80.5,61.5,1,1
2338440,4095,4095,0.0,0.0,80.5,61.5,1,1
2338540,4095,4095,0.0,0.0,80.5,61.5,1,1
2338640,4095,4095,0.0,0.0,80.5,61.5,1,1
2338740,4095,4095,0.0,0.0,80.5,61.5,1,1
2338840,4095,4095,0.0,0.0,80.5,61.5,1,1
2338940,4095,4095,0.0,0.0,80.5,61.5,1,1
2339040,4095,4091,0.0,0.0,80.5,61.5,1,1
2339140,4095,4095,0.0,0.0,80.5,61.5,1,1
2339240,4095,4095,0.0,0.0,80.5,61.5,1,1
2339340,4079,4051,0.0,0.0,80.5,61.5,1,1
2339440,4095,4095,0.0,0.0,80.5,61.5,1,1
2339540,4095,4095,0.0,0.0,80.5,61.5,1,1
2339640,4095,4025,0.0,0.0,80.5,61.5,1,1
2339740,4095,4045,0.0,0.0,80.5,61.5,1,1
2339840,4095,4095,0.0,0.0,80.5,61.5,1,1
2339940,4095,4095,0.0,0.0,80.5,61.5,1,1
2340040,4095,4095,0.0,0.0,80.5,61.5,1,1
2340140,4095,4095,0.0,0.0,80.5,61.5,1,1
2340240,4095,4095,0.0,0.0,80.5,61.5,1,1
2340340,4095,4095,0.0,0.0,80.5,61.5,1,1
2340440,4095,4095,0.0,0.0,80.5,61.5,1,1
2340540,4095,4095,0.0,0.0,80.5,61.5,1,1
2340640,4095,4095,0.0,0.0,80.5,61.5,1,1
2340740,4095,4095,0.0,0.0,80.5,61.5,1,1
2340840,4095,4095,0.0,0.0,80.5,61.5,1,1
2340940,4095,4055,0.0,0.0,80.5,61.5,1,1
2341040,4095,4081,0.0,0.0,80.5,61.5,1,1
2341140,4095,4095,0.0,0.0,80.5,61.5,1,1
2341240,4095,4057,0.0,0.0,80.5,61.5,1,1
2341340,4095,4026,0.0,0.0,80.5,61.5,1,1
2341440,4077,4095,0.0,0.0,80.5,61.5,1,1
2341540,4095,4095,0.0,0.0,80.5,61.5,1,1
2341640,4095,4095,0.0,0.0,80.5,61.5,1,1
2341740,4095,4095,0.0,0.0,80.5,61.5,1,1
2341840,4095,4091,0.0,0.0,80.5,61.5,1,1
2341940,4095,4095,0.0,0.0,80.5,61.5,1,1
2342040,4095,4095,0.0,0.0,80.5,61.5,1,1
2342140,4095,4095,0.0,0.0,80.5,61.5,1,1
2342240,4095,4091,0.0,0.0,80.5,61.5,1,1
2342340,4095,4093,0.0,0.0,80.5,61.5,1,1
2342440,4095,4069,0.0,0.0,80.5,61.5,1,1
2342540,4095,4091,0.0,0.0,80.5,61.5,1,1
2342640,4095,4095,0.0,0.0,80.5,61.5,1,1
2342740,4095,4095,0.0,0.0,80.5,61.5,1,1
2342840,4095,4064,0.0,0.0,80.5,61.5,1,1
2342940,4095,4095,0.0,0.0,80.5,61.5,1,1
2343040,4095,4095,0.0,0.0,80.5,61.5,1,1
2343140,4095,4095,0.0,0.0,80.5,61.5,1,1
2343240,3993,4095,0.0,0.0,80.5,61.5,1,1
2343340,4095,4095,0.0,0.0,80.5,61.5,1,1
2343440,4095,4081,0.0,0.0,80.5,61.5,1,1
2343540,4095,4095,0.0,0.0,80.5,61.5,1,1
2343640,4095,4095,0.0,0.0,80.5,61.5,1,1
2343740,4095,4095,0.0,0.0,80.5,61.5,1,1
2343840,4095,4095,0.0,0.0,80.5,61.5,1,1
2343940,4095,4095,0.0,0.0,80.5,61.5,1,1
2344040,4095,4095,0.0,0.0,80.5,61.5,1,1
2344140,4095,4095,0.0,0.0,80.5,61.5,1,1
2344240,4095,4095,0.0,0.0,80.5,61.5,1,1
2344340,4095,4095,0.0,0.0,80.5,61.5,1,1
2344440,4095,4095,0.0,0.0,80.5,61.5,1,1
2344540,4095,4095,0.0,0.0,80.5,61.5,1,1
2344640,4095,4095,0.0,0.0,80.5,61.5,1,1
2344740,4095,4058,0.0,0.0,80.5,61.5,1,1
2344840,4095,4095,0.0,0.0,80.5,61.5,1,1
2344940,4095,4095,0.0,0.0,80.5,61.5,1,1
2345040,4095,4095,0.0,0.0,80.5,61.5,1,1
2345140,4095,4095,0.0,0.0,80.5,61.5,1,1
2345240,4095,4095,0.0,0.0,80.5,61.5,1,1
2345340,4095,4095,0.0,0.0,80.5,61.5,1,1
2345440,4095,4086,0.0,0.0,80.5,61.5,1,1
2345540,4095,4095,0.0,0.0,80.5,61.5,1,1
2345640,4095,4081,0.0,0.0,80.5,61.5,1,1
2345740,4095,4095,0.0,0.0,80.5,61.5,1,1
2345840,4095,4095,0.0,0.0,80.5,61.5,1,1
2345940,4095,4095,0.0,0.0,80.5,61.5,1,1
2346040,4095,4095,0.0,0.0,80.5,61.5,1,1
2346140,4095,4095,0.0,0.0,80.5,61.5,1,1
2346240,4095,4095,0.0,0.0,80.5,61.5,1,1
2346340,4067,4095,0.0,0.0,80.5,61.5,1,1
2346440,4095,4095,0.0,0.0,80.5,61.5,1,1
2346540,4095,4095,0.0,0.0,80.5,61.5,1,1
2346640,4095,4095,0.0,0.0,80.5,61.5,1,1
2346740,4095,4082,0.0,0.0,80.5,61.5,1,1
2346840,4095,4095,0.0,0.0,80.5,61.5,1,1
2346940,4095,4095,0.0,0.0,80.5,61.5,1,1
2347040,4095,4095,0.0,0.0,80.5,61.5,1,1
2347140,4095,4069,0.0,0.0,80.5,61.5,1,1
2347240,4095,4095,0.0,0.0,80.5,61.5,1,1
2347340,4095,4095,0.0,0.0,80.5,61.5,1,1
2347440,4095,4095,0.0,0.0,80.5,61.5,1,1
2347540,4095,4077,0.0,0.0,80.5,61.5,1,1
2347640,4095,4095,0.0,0.0,80.5,61.5,1,1
2347740,4095,3554,0.0,0.0,80.5,61.5,1,1
2347840,4095,4055,0.0,0.0,80.5,61.5,1,1
2347940,4095,4093,0.0,0.0,80.5,61.5,1,1
2348040,4095,4095,0.0,0.0,80.5,61.5,1,1
2348140,4095,4095,0.0,0.0,80.5,61.5,1,1
2348240,4095,4095,0.0,0.0,80.5,61.5,1,1
2348340,4095,4095,0.0,0.0,80.5,61.5,1,1
2348440,4095,4077,0.0,0.0,80.5,61.5,1,1
2348540,4095,4095,0.0,0.0,80.5,61.5,1,1
2348640,4095,4095,0.0,0.0,80.5,61.5,1,1
2348740,4095,4095,0.0,0.0,80.5,61.5,1,1
2348840,4095,4095,0.0,0.0,80.5,61.5,1,1
2348940,4095,4095,0.0,0.0,80.5,61.5,1,1
2349040,4095,4095,0.0,0.0,80.5,61.5,1,1
2349140,4095,4083,0.0,0.0,80.5,61.5,1,1
2349240,4095,4095,0.0,0.0,80.5,61.5,1,1
2349340,4095,4095,0.0,0.0,80.5,61.5,1,1
2349440,4095,4095,0.0,0.0,80.5,61.5,1,1
2349540,4095,4095,0.0,0.0,80.5,61.5,1,1
2349640,4095,4095,0.0,0.0,80.5,61.5,1,1
2349740,4095,4095,0.0,0.0,80.5,61.5,1,1
2349840,4095,4095,0.0,0.0,80.5,61.5,1,1
2349940,4095,4095,0.0,0.0,80.5,61.5,1,1
2350040,3987,4095,0.0,0.0,80.5,61.5,1,1
2350140,4095,4095,0.0,0.0,80.5,61.5,1,1
2350240,4073,4095,0.0,0.0,80.5,61.5,1,1
2350340,4095,4095,0.0,0.0,80.5,61.5,1,1
2350440,4095,4095,0.0,0.0,80.5,61.5,1,1
2350540,4095,4095,0.0,0.0,80.5,61.5,1,1
2350640,4095,4095,0.0,0.0,80.5,61.5,1,1
2350740,4095,4095,0.0,0.0,80.5,61.5,1,1
2350840,4095,4095,0.0,0.0,80.5,61.5,1,1
2350940,4095,4095,0.0,0.0,80.5,61.5,1,1
2351040,4095,4055,0.0,0.0,80.5,61.5,1,1
2351140,4095,4095,0.0,0.0,80.5,61.5,1,1
2351240,4095,4095,0.0,0.0,80.5,61.5,1,1
2351340,4095,4095,0.0,0.0,80.5,61.5,1,1
2351440,4095,4079,0.0,0.0,80.5,61.5,1,1
2351540,4095,4095,0.0,0.0,80.5,61.5,1,1
2351640,4095,4095,0.0,0.0,80.5,61.5,1,1
2351740,4095,4048,0.0,0.0,80.5,61.5,1,1
2351840,4095,4095,0.0,0.0,80.5,61.5,1,1
2351940,4095,4095,0.0,0.0,80.5,61.5,1,1
2352040,4095,4095,0.0,0.0,80.5,61.5,1,1
2352140,4095,4095,0.0,0.0,80.5,61.5,1,1
2352240,4095,4095,0.0,0.0,80.5,61.5,1,1
2352340,4095,4095,0.0,0.0,80.5,61.5,1,1
2352440,4095,4095,0.0,0.0,80.5,61.5,1,1
2352540,4095,4081,0.0,0.0,80.5,61.5,1,1
2352640,4090,4095,0.0,0.0,80.5,61.5,1,1
2352740,4095,4095,0.0,0.0,80.5,61.5,1,1
2352840,4095,4095,0.0,0.0,80.5,61.5,1,1
2352940,4095,4095,0.0,0.0,80.5,61.5,1,1
2353040,4095,4071,0.0,0.0,80.5,61.5,1,1
2353140,4095,4095,0.0,0.0,80.5,61.5,1,1
2353240,4095,4095,0.0,0.0,80.5,61.5,1,1
2353340,4095,4078,0.0,0.0,80.5,61.5,1,1
2353440,4095,4067,0.0,0.0,80.5,61.5,1,1
2353540,4095,4095,0.0,0.0,80.5,61.5,1,1
2353640,4095,4095,0.0,0.0,80.5,61.5,1,1
2353740,4095,4080,0.0,0.0,80.5,61.5,1,1
2353840,4095,4071,0.0,0.0,80.5,61.5,1,1
2353940,4095,4095,0.0,0.0,80.5,61.5,1,1
2354040,4095,4095,0.0,0.0,80.5,61.5,1,1
2354140,4095,4080,0.0,0.0,80.5,61.5,1,1
2354240,4095,4095,0.0,0.0,80.5,61.5,1,1
2354340,4095,4052,0.0,0.0,80.5,61.5,1,1
2354440,4095,4095,0.0,0.0,80.5,61.5,1,1
2354540,4095,4095,0.0,0.0,80.5,61.5,1,1
2354640,4095,4095,0.0,0.0,80.5,61.5,1,1
2354740,4095,4095,0.0,0.0,80.5,61.5,1,1
2354840,4095,4095,0.0,0.0,80.5,61.5,1,1
2354940,4095,4095,0.0,0.0,80.5,61.5,1,1
2355040,4095,4095,0.0,0.0,80.5,61.5,1,1
2355140,4095,4094,0.0,0.0,80.5,61.5,1,1
2355240,4095,4095,0.0,0.0,80.5,61.5,1,1
2355340,4095,4095,0.0,0.0,80.5,61.5,1,1
2355440,4095,4095,0.0,0.0,80.5,61.5,1,1
2355540,4095,4095,0.0,0.0,80.5,61.5,1,1
2355640,4095,4062,0.0,0.0,80.5,61.5,1,1
2355740,4095,4095,0.0,0.0,80.5,61.5,1,1
2355840,4095,4095,0.0,0.0,80.5,61.5,1,1
2355940,4095,4095,0.0,0.0,80.5,61.5,1,1
2356040,4095,4095,0.0,0.0,80.5,61.5,1,1
2356140,4095,4095,0.0,0.0,80.5,61.5,1,1
2356240,4095,4095,0.0,0.0,80.5,61.5,1,1
2356340,4095,4095,0.0,0.0,80.5,61.5,1,1
