t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
1984640,4095,4095,0.0,0.0,412.5,409.0,1,1
1984740,4095,4022,0.0,0.0,412.5,409.0,1,1
1984840,4095,4095,0.0,0.0,412.5,409.0,1,1
1984940,4095,4095,0.0,0.0,412.5,409.0,1,1
1985040,4095,4095,0.0,0.0,412.5,409.0,1,1
1985140,4095,4091,0.0,0.0,412.5,409.0,1,1
1985240,4095,4061,0.0,0.0,412.5,409.0,1,1
1985340,4095,4095,0.0,0.0,412.5,409.0,1,1
1985440,4095,4095,0.0,0.0,412.5,409.0,1,1
1985540,4095,4095,0.0,0.0,412.5,409.0,1,1
1985640,4095,4091,0.0,0.0,412.5,409.0,1,1
1985740,4095,4095,0.0,0.0,412.5,409.0,1,1
1985840,4095,4095,0.0,0.0,412.5,409.0,1,1
1985940,4095,4095,0.0,0.0,412.5,409.0,1,1
1986040,4095,4095,0.0,0.0,412.5,409.0,1,1
1986140,4095,4063,0.0,0.0,412.5,409.0,1,1
1986240,4095,4077,0.0,0.0,412.5,409.0,1,1
1986340,4095,4095,0.0,0.0,412.5,409.0,1,1
1986440,4095,4065,0.0,0.0,412.5,409.0,1,1
1986540,4095,4095,0.0,0.0,412.5,409.0,1,1
1986640,4095,4095,0.0,0.0,412.5,409.0,1,1
1986740,4095,4095,0.0,0.0,412.5,409.0,1,1
1986840,4095,4095,0.0,0.0,412.5,409.0,1,1
1986940,4095,4048,0.0,0.0,412.5,409.0,1,1
1987040,4095,4059,0.0,0.0,412.5,409.0,1,1
1987140,4095,4082,0.0,0.0,412.5,409.0,1,1
1987240,4095,4054,0.0,0.0,412.5,409.0,1,1
1987340,4095,4095,0.0,0.0,412.5,409.0,1,1
1987440,4087,4095,0.0,0.0,412.5,409.0,1,1
1987540,4095,4095,0.0,0.0,412.5,409.0,1,1
1987640,4095,4047,0.0,0.0,412.5,409.0,1,1
1987740,4095,4095,0.0,0.0,412.5,409.0,1,1
1987840,4095,4095,0.0,0.0,412.5,409.0,1,1
1987940,4095,4080,0.0,0.0,412.5,409.0,1,1
1988040,4095,4095,0.0,0.0,412.5,409.0,1,1
1988140,4095,4087,0.0,0.0,412.5,409.0,1,1
1988240,4095,4081,0.0,0.0,412.5,409.0,1,1
1988340,4095,4095,0.0,0.0,412.5,409.0,1,1
1988440,4095,4095,0.0,0.0,412.5,409.0,1,1
1988540,4095,4051,0.0,0.0,412.5,409.0,1,1
1988640,4095,4090,0.0,0.0,412.5,409.0,1,1
1988740,4057,4080,0.0,0.0,412.5,409.0,1,1
1988840,4095,4061,0.0,0.0,412.5,409.0,1,1
1988940,4095,4095,0.0,0.0,412.5,409.0,1,1
1989040,4086,4016,0.0,0.0,412.5,409.0,1,1
1989140,4095,4095,0.0,0.0,412.5,409.0,1,1
1989240,4095,4095,0.0,0.0,412.5,409.0,1,1
1989340,4095,4095,0.0,0.0,412.5,409.0,1,1
1989440,4095,4095,0.0,0.0,412.5,409.0,1,1
1989540,4095,4095,0.0,0.0,412.5,409.0,1,1
1989640,4095,4059,0.0,0.0,412.5,409.0,1,1
1989740,4095,4095,0.0,0.0,412.5,409.0,1,1
1989840,4095,4095,0.0,0.0,412.5,409.0,1,1
1989940,4095,4095,0.0,0.0,412.5,409.0,1,1
1990040,4095,4095,0.0,0.0,412.5,409.0,1,1
1990140,4095,4087,0.0,0.0,412.5,409.0,1,1
1990240,4095,4095,0.0,0.0,412.5,409.0,1,1
1990340,4095,4095,0.0,0.0,412.5,409.0,1,1
1990440,4095,4095,0.0,0.0,412.5,409.0,1,1
1990540,4095,4095,0.0,0.0,412.5,409.0,1,1
1990640,4095,4095,0.0,0.0,412.5,409.0,1,1
1990740,4095,4095,0.0,0.0,412.5,409.0,1,1
1990840,4095,4095,0.0,0.0,412.5,409.0,1,1
1990940,4095,4095,0.0,0.0,412.5,409.0,1,1
1991040,4095,4071,0.0,0.0,412.5,409.0,1,1
1991140,4095,4095,0.0,0.0,412.5,409.0,1,1
1991240,4095,4095,0.0,0.0,412.5,409.0,1,1
1991340,4095,4073,0.0,0.0,412.5,409.0,1,1
1991440,4095,4095,0.0,0.0,412.5,409.0,1,1
1991540,4094,4087,0.0,0.0,412.5,409.0,1,1
1991640,4095,4081,0.0,0.0,412.5,409.0,1,1
1991740,4081,4095,0.0,0.0,412.5,409.0,1,1
1991840,4095,4095,0.0,0.0,412.5,409.0,1,1
1991940,4095,4095,0.0,0.0,412.5,409.0,1,1
1992040,4095,4091,0.0,0.0,412.5,409.0,1,1
1992140,4095,4095,0.0,0.0,412.5,409.0,1,1
1992240,4095,4077,0.0,0.0,412.5,409.0,1,1
1992340,4095,4095,0.0,0.0,412.5,409.0,1,1
1992440,4095,4071,0.0,0.0,412.5,409.0,1,1
1992540,4095,4095,0.0,0.0,412.5,409.0,1,1
1992640,4095,4032,0.0,0.0,412.5,409.0,1,1
1992740,4095,4041,0.0,0.0,412.5,409.0,1,1
1992840,4095,4095,0.0,0.0,412.5,409.0,1,1
1992940,4095,4073,0.0,0.0,412.5,409.0,1,1
1993040,4095,4095,0.0,0.0,412.5,409.0,1,1
1993140,4061,4094,0.0,0.0,412.5,409.0,1,1
1993240,4095,4095,0.0,0.0,412.5,409.0,1,1
1993340,4095,4095,0.0,0.0,412.5,409.0,1,1
1993440,4095,4095,0.0,0.0,412.5,409.0,1,1
1993540,4095,4016,0.0,0.0,412.5,409.0,1,1
1993640,4095,4095,0.0,0.0,412.5,409.0,1,1
1993740,4095,4095,0.0,0.0,412.5,409.0,1,1
1993840,4095,4095,0.0,0.0,412.5,409.0,1,1
1993940,4095,4095,0.0,0.0,412.5,409.0,1,1
1994040,4053,4095,0.0,0.0,412.5,409.0,1,1
1994140,4095,4095,0.0,0.0,412.5,409.0,1,1
1994240,4095,3995,0.0,0.0,412.5,409.0,1,1
1994340,4095,4077,0.0,0.0,412.5,409.0,1,1
1994440,4095,4095,0.0,0.0,412.5,409.0,1,1
1994540,4095,4059,0.0,0.0,412.5,409.0,1,1
1994640,4095,4095,0.0,0.0,412.5,409.0,1,1
1994740,4095,4095,0.0,0.0,412.5,409.0,1,1
1994840,4095,4061,0.0,0.0,412.5,409.0,1,1
1994940,4095,4095,0.0,0.0,412.5,409.0,1,1
1995040,4095,4095,0.0,0.0,412.5,409.0,1,1
1995140,4095,4095,0.0,0.0,412.5,409.0,1,1
1995240,4095,4095,0.0,0.0,412.5,409.0,1,1
1995340,4095,4055,0.0,0.0,412.5,409.0,1,1
1995440,4095,4095,0.0,0.0,412.5,409.0,1,1
1995540,4095,4095,0.0,0.0,412.5,409.0,1,1
1995640,4080,4054,0.0,0.0,412.5,409.0,1,1
1995740,4095,4053,0.0,0.0,412.5,409.0,1,1
1995840,4095,4095,0.0,0.0,412.5,409.0,1,1
1995940,4095,4095,0.0,0.0,412.5,409.0,1,1
1996040,4095,4095,0.0,0.0,412.5,409.0,1,1
1996140,4095,4069,0.0,0.0,412.5,409.0,1,1
1996240,4095,4095,0.0,0.0,412.5,409.0,1,1
1996340,4095,4095,0.0,0.0,412.5,409.0,1,1
1996440,4095,4045,0.0,0.0,412.5,409.0,1,1
1996540,4095,4095,0.0,0.0,412.5,409.0,1,1
1996640,4095,4090,0.0,0.0,412.5,409.0,1,1
1996740,4095,4095,0.0,0.0,412.5,409.0,1,1
1996840,4095,4069,0.0,0.0,412.5,409.0,1,1
1996940,4095,4095,0.0,0.0,412.5,409.0,1,1
1997040,4095,4063,0.0,0.0,412.5,409.0,1,1
1997140,4095,4064,0.0,0.0,412.5,409.0,1,1
1997240,4095,4095,0.0,0.0,412.5,409.0,1,1
1997340,4095,4095,0.0,0.0,412.5,409.0,1,1
1997440,4095,4095,0.0,0.0,412.5,409.0,1,1
1997540,4095,4095,0.0,0.0,412.5,409.0,1,1
1997640,4095,4063,0.0,0.0,412.5,409.0,1,1
1997740,4095,4095,0.0,0.0,412.5,409.0,1,1
1997840,4095,4095,0.0,0.0,412.5,409.0,1,1
1997940,4095,4095,0.0,0.0,412.5,409.0,1,1
1998040,4095,4094,0.0,0.0,412.5,409.0,1,1
1998140,4095,4087,0.0,0.0,412.5,409.0,1,1
1998240,4092,4092,0.0,0.0,412.5,409.0,1,1
1998340,4095,4095,0.0,0.0,412.5,409.0,1,1
1998440,4095,4095,0.0,0.0,412.5,409.0,1,1
1998540,4095,4095,0.0,0.0,412.5,409.0,1,1
1998640,4095,4095,0.0,0.0,412.5,409.0,1,1
1998740,4095,4083,0.0,0.0,412.5,409.0,1,1
1998840,4059,4080,0.0,0.0,412.5,409.0,1,1
1998940,4095,4095,0.0,0.0,412.5,409.0,1,1
1999040,4095,4091,0.0,0.0,412.5,409.0,1,1
1999140,4095,4095,0.0,0.0,412.5,409.0,1,1
1999240,4095,4095,0.0,0.0,412.5,409.0,1,1
1999340,4095,4095,0.0,0.0,412.5,409.0,1,1
1999440,4095,4095,0.0,0.0,412.5,409.0,1,1
1999540,4095,4095,0.0,0.0,412.5,409.0,1,1
1999640,4095,4095,0.0,0.0,412.5,409.0,1,1
1999740,4095,4095,0.0,0.0,412.5,409.0,1,1
1999840,4095,4095,0.0,0.0,412.5,409.0,1,1
1999940,4095,4095,0.0,0.0,412.5,409.0,1,1
2000040,4095,4068,0.0,0.0,412.5,409.0,1,1
2000140,4095,4095,0.0,0.0,412.5,409.0,1,1
2000240,4095,4080,0.0,0.0,412.5,409.0,1,1
2000340,4095,4095,0.0,0.0,412.5,409.0,1,1
2000440,4095,4095,0.0,0.0,412.5,409.0,1,1
2000540,4095,4095,0.0,0.0,412.5,409.0,1,1
2000640,4095,4092,0.0,0.0,412.5,409.0,1,1
2000740,4095,4093,0.0,0.0,412.5,409.0,1,1
2000840,4095,4093,0.0,0.0,412.5,409.0,1,1
2000940,4095,4095,0.0,0.0,412.5,409.0,1,1
2001040,4095,4095,0.0,0.0,412.5,409.0,1,1
2001140,4095,4093,0.0,0.0,412.5,409.0,1,1
2001240,4095,4094,0.0,0.0,412.5,409.0,1,1
2001340,4095,4095,0.0,0.0,412.5,409.0,1,1
2001440,4095,4095,0.0,0.0,412.5,409.0,1,1
2001540,4095,4085,0.0,0.0,412.5,409.0,1,1
2001640,4095,4081,0.0,0.0,412.5,409.0,1,1
2001740,4095,4095,0.0,0.0,412.5,409.0,1,1
2001840,4095,4095,0.0,0.0,412.5,409.0,1,1
2001940,4095,4095,0.0,0.0,412.5,409.0,1,1
2002040,4095,4057,0.0,0.0,412.5,409.0,1,1
2002140,4095,4091,0.0,0.0,412.5,409.0,1,1
2002240,4095,4048,0.0,0.0,412.5,409.0,1,1
2002340,4095,4059,0.0,0.0,412.5,409.0,1,1
2002440,4095,4095,0.0,0.0,412.5,409.0,1,1
2002540,4095,4095,0.0,0.0,412.5,409.0,1,1
2002640,4095,4086,0.0,0.0,412.5,409.0,1,1
2002740,4095,4093,0.0,0.0,412.5,409.0,1,1
2002840,4095,4095,0.0,0.0,412.5,409.0,1,1
2002940,4095,4095,0.0,0.0,412.5,409.0,1,1
2003040,4095,4048,0.0,0.0,412.5,409.0,1,1
2003140,4095,4054,0.0,0.0,412.5,409.0,1,1
2003240,4095,4095,0.0,0.0,412.5,409.0,1,1
2003340,4095,4095,0.0,0.0,412.5,409.0,1,1
2003440,4095,4095,0.0,0.0,412.5,409.0,1,1
2003540,4095,4095,0.0,0.0,412.5,409.0,1,1
2003640,4095,4095,0.0,0.0,412.5,409.0,1,1
2003740,4095,3856,0.0,0.0,412.5,409.0,1,1
2003840,4042,4095,0.0,0.0,412.5,409.0,1,1
2003940,4095,4095,0.0,0.0,412.5,409.0,1,1
2004040,4095,4095,0.0,0.0,412.5,409.0,1,1
2004140,4095,4083,0.0,0.0,412.5,409.0,1,1
2004240,4095,4095,0.0,0.0,412.5,409.0,1,1
2004340,4095,4095,0.0,0.0,412.5,409.0,1,1
2004440,4095,4083,0.0,0.0,412.5,409.0,1,1
2004540,4095,4095,0.0,0.0,412.5,409.0,1,1
2004640,4095,4095,0.0,0.0,412.5,409.0,1,1
2004740,4095,4095,0.0,0.0,412.5,409.0,1,1
2004840,4095,4095,0.0,0.0,412.5,409.0,1,1
2004940,4095,4032,0.0,0.0,412.5,409.0,1,1
2005040,4095,4095,0.0,0.0,412.5,409.0,1,1
2005140,4095,4095,0.0,0.0,412.5,409.0,1,1
2005240,4095,4080,0.0,0.0,412.5,409.0,1,1
2005340,4095,4095,0.0,0.0,412.5,409.0,1,1
2005440,4095,4095,0.0,0.0,412.5,409.0,1,1
2005540,4095,4075,0.0,0.0,412.5,409.0,1,1
2005640,4095,4095,0.0,0.0,412.5,409.0,1,1
2005740,4063,4095,0.0,0.0,412.5,409.0,1,1
2005840,4095,4057,0.0,0.0,412.5,409.0,1,1
2005940,4095,4095,0.0,0.0,412.5,409.0,1,1
2006040,4095,4095,0.0,0.0,412.5,409.0,1,1
2006140,4095,4095,0.0,0.0,412.5,409.0,1,1
2006240,4095,4095,0.0,0.0,412.5,409.0,1,1
2006340,4095,4095,0.0,0.0,412.5,409.0,1,1
2006440,4095,4095,0.0,0.0,412.5,409.0,1,1
2006540,4095,4094,0.0,0.0,412.5,409.0,1,1
2006640,4095,4095,0.0,0.0,412.5,409.0,1,1
2006740,4095,4095,0.0,0.0,412.5,409.0,1,1
2006840,4095,4093,0.0,0.0,412.5,409.0,1,1
2006940,4095,4016,0.0,0.0,412.5,409.0,1,1
2007040,4055,4095,0.0,0.0,412.5,409.0,1,1
2007140,4095,4007,0.0,0.0,412.5,409.0,1,1
2007240,4095,4049,0.0,0.0,412.5,409.0,1,1
2007340,4095,4095,0.0,0.0,412.5,409.0,1,1
2007440,4095,4058,0.0,0.0,412.5,409.0,1,1
2007540,4095,4089,0.0,0.0,412.5,409.0,1,1
2007640,4095,4067,0.0,0.0,412.5,409.0,1,1
2007740,4095,4095,0.0,0.0,412.5,409.0,1,1
2007840,4095,4095,0.0,0.0,412.5,409.0,1,1
2007940,4095,4062,0.0,0.0,412.5,409.0,1,1
2008040,4095,4095,0.0,0.0,412.5,409.0,1,1
2008140,4095,4095,0.0,0.0,412.5,409.0,1,1
2008240,4095,4095,0.0,0.0,412.5,409.0,1,1
2008340,4095,4048,0.0,0.0,412.5,409.0,1,1
2008440,4095,4095,0.0,0.0,412.5,409.0,1,1
2008540,4095,3967,0.0,0.0,412.5,409.0,1,1
2008640,4095,4094,0.0,0.0,412.5,409.0,1,1
2008740,4095,4095,0.0,0.0,412.5,409.0,1,1
2008840,4095,4055,0.0,0.0,412.5,409.0,1,1
2008940,4095,4071,0.0,0.0,412.5,409.0,1,1
2009040,4095,4069,0.0,0.0,412.5,409.0,1,1
2009140,4095,4095,0.0,0.0,412.5,409.0,1,1
2009240,4095,3995,0.0,0.0,412.5,409.0,1,1
2009340,4095,4095,0.0,0.0,412.5,409.0,1,1
2009440,4095,4095,0.0,0.0,412.5,409.0,1,1
2009540,4095,4095,0.0,0.0,412.5,409.0,1,1
2009640,4095,4095,0.0,0.0,412.5,409.0,1,1
2009740,4095,4095,0.0,0.0,412.5,409.0,1,1
2009840,4095,4095,0.0,0.0,412.5,409.0,1,1
2009940,4095,4095,0.0,0.0,412.5,409.0,1,1
2010040,4095,4095,0.0,0.0,412.5,409.0,1,1
2010140,4095,4095,0.0,0.0,412.5,409.0,1,1
2010240,4095,4095,0.0,0.0,412.5,409.0,1,1
2010340,4095,4095,0.0,0.0,412.5,409.0,1,1
2010440,4095,4095,0.0,0.0,412.5,409.0,1,1
2010540,4095,4094,0.0,0.0,412.5,409.0,1,1
2010640,4095,4095,0.0,0.0,412.5,409.0,1,1
2010740,4095,4095,0.0,0.0,412.5,409.0,1,1
2010840,4095,4095,0.0,0.0,412.5,409.0,1,1
2010940,4095,4095,0.0,0.0,412.5,409.0,1,1
2011040,4095,4095,0.0,0.0,412.5,409.0,1,1
2011140,4095,4095,0.0,0.0,412.5,409.0,1,1
2011240,4095,4095,0.0,0.0,412.5,409.0,1,1
2011340,4095,4095,0.0,0.0,412.5,409.0,1,1
2011440,4095,4095,0.0,0.0,412.5,409.0,1,1
2011540,4081,4091,0.0,0.0,412.5,409.0,1,1
2011640,4095,4095,0.0,0.0,412.5,409.0,1,1
2011740,4095,4095,0.0,0.0,412.5,409.0,1,1
2011840,4095,4095,0.0,0.0,412.5,409.0,1,1
2011940,4095,4095,0.0,0.0,412.5,409.0,1,1
2012040,4095,4095,0.0,0.0,412.5,409.0,1,1
2012140,4095,4095,0.0,0.0,412.5,409.0,1,1
2012240,4095,4095,0.0,0.0,412.5,409.0,1,1
2012340,4095,4095,0.0,0.0,412.5,409.0,1,1
2012440,4095,4095,0.0,0.0,412.5,409.0,1,1
2012540,4095,4095,0.0,0.0,412.5,409.0,1,1
2012640,4095,4095,0.0,0.0,412.5,409.0,1,1
2012740,4095,4095,0.0,0.0,412.5,409.0,1,1
2012840,4095,4095,0.0,0.0,412.5,409.0,1,1
2012940,4095,4095,0.0,0.0,412.5,409.0,1,1
2013040,4095,4095,0.0,0.0,412.5,409.0,1,1
2013140,4095,4095,0.0,0.0,412.5,409.0,1,1
2013240,4063,3999,0.0,0.0,412.5,409.0,1,1
2013340,4095,4095,0.0,0.0,412.5,409.0,1,1
2013440,4095,4048,0.0,0.0,412.5,409.0,1,1
2013540,4095,4095,0.0,0.0,412.5,409.0,1,1
2013640,4095,4076,0.0,0.0,412.5,409.0,1,1
2013740,4095,4095,0.0,0.0,412.5,409.0,1,1
2013840,4095,4089,0.0,0.0,412.5,409.0,1,1
2013940,4095,4095,0.0,0.0,412.5,409.0,1,1
2014040,4095,4095,0.0,0.0,412.5,409.0,1,1
2014140,4095,4095,0.0,0.0,412.5,409.0,1,1
2014240,4095,4095,0.0,0.0,412.5,409.0,1,1
2014340,4095,4095,0.0,0.0,412.5,409.0,1,1
2014440,4095,4062,0.0,0.0,412.5,409.0,1,1
2014540,4095,4080,0.0,0.0,412.5,409.0,1,1
2014640,4095,4017,0.0,0.0,412.5,409.0,1,1
2014740,4095,4059,0.0,0.0,412.5,409.0,1,1
2014840,4095,4018,0.0,0.0,412.5,409.0,1,1
2014940,4095,4095,0.0,0.0,412.5,409.0,1,1
2015040,4095,4079,0.0,0.0,412.5,409.0,1,1
2015140,4095,4095,0.0,0.0,412.5,409.0,1,1
2015240,4095,4051,0.0,0.0,412.5,409.0,1,1
2015340,4095,4095,0.0,0.0,412.5,409.0,1,1
2015440,4037,4095,0.0,0.0,412.5,409.0,1,1
2015540,4095,4095,0.0,0.0,412.5,409.0,1,1
2015640,4095,4067,0.0,0.0,412.5,409.0,1,1
2015740,4095,4095,0.0,0.0,412.5,409.0,1,1
2015840,4095,4095,0.0,0.0,412.5,409.0,1,1
2015940,4095,4069,0.0,0.0,412.5,409.0,1,1
2016040,4095,4095,0.0,0.0,412.5,409.0,1,1
2016140,4085,4084,0.0,0.0,412.5,409.0,1,1
2016240,4095,4095,0.0,0.0,412.5,409.0,1,1
2016340,4095,4064,0.0,0.0,412.5,409.0,1,1
2016440,4095,4070,0.0,0.0,412.5,409.0,1,1
2016540,4095,4095,0.0,0.0,412.5,409.0,1,1
2016640,4095,4095,0.0,0.0,412.5,409.0,1,1
2016740,4095,4095,0.0,0.0,412.5,409.0,1,1
2016840,4095,4095,0.0,0.0,412.5,409.0,1,1
2016940,4095,4095,0.0,0.0,412.5,409.0,1,1
2017040,4095,4090,0.0,0.0,412.5,409.0,1,1
2017140,4061,4095,0.0,0.0,412.5,409.0,1,1
2017240,4095,4074,0.0,0.0,412.5,409.0,1,1
2017340,4095,4080,0.0,0.0,412.5,409.0,1,1
2017440,4095,4095,0.0,0.0,412.5,409.0,1,1
2017540,4095,4048,0.0,0.0,412.5,409.0,1,1
2017640,4095,4095,0.0,0.0,412.5,409.0,1,1
2017740,4095,4095,0.0,0.0,412.5,409.0,1,1
2017840,4095,4013,0.0,0.0,412.5,409.0,1,1
2017940,4095,4095,0.0,0.0,412.5,409.0,1,1
2018040,4095,4095,0.0,0.0,412.5,409.0,1,1
2018140,4095,4095,0.0,0.0,412.5,409.0,1,1
2018240,4095,4095,0.0,0.0,412.5,409.0,1,1
2018340,4095,4095,0.0,0.0,412.5,409.0,1,1
2018440,4095,4032,0.0,0.0,412.5,409.0,1,1
2018540,4095,4095,0.0,0.0,412.5,409.0,1,1
2018640,4095,4095,0.0,0.0,412.5,409.0,1,1
2018740,4095,4095,0.0,0.0,412.5,409.0,1,1
2018840,4095,4095,0.0,0.0,412.5,409.0,1,1
2018940,4095,4095,0.0,0.0,412.5,409.0,1,1
2019040,4095,4082,0.0,0.0,412.5,409.0,1,1
2019140,4095,4095,0.0,0.0,412.5,409.0,1,1
2019240,4095,4095,0.0,0.0,412.5,409.0,1,1
2019340,4095,4095,0.0,0.0,412.5,409.0,1,1
2019440,4095,4095,0.0,0.0,412.5,409.0,1,1
2019540,3181,3131,0.0,0.0,412.5,409.0,1,1
2019640,239,216,0.7103,0.7371,412.5,409.0,0,0
2019740,100,78,0.8788,0.9066,412.5,409.0,0,0
2019840,42,66,0.9491,0.9214,412.5,409.0,0,0
2019940,34,41,0.9588,0.9521,412.5,409.0,0,0
2020040,11,18,0.9867,0.9803,412.5,409.0,0,0
2020140,0,0,1.0,1.0,412.5,409.0,0,0
2020240,0,27,1.0,0.9693,412.5,409.0,0,0
2020340,43,2,0.9479,1.0,412.5,409.0,0,0
2020440,9,0,0.9891,1.0,412.5,409.0,0,0
2020540,34,0,0.9588,1.0,412.5,409.0,0,0
2020640,6,16,0.9927,0.9828,412.5,409.0,0,0
2020740,26,0,0.9685,1.0,412.5,409.0,0,0
2020840,4,11,0.9952,0.9889,412.5,409.0,0,0
2020940,0,0,1.0,1.0,412.5,409.0,0,0
2021040,18,0,0.9782,1.0,412.5,409.0,0,0
2021140,35,3,0.9576,0.9988,412.5,409.0,0,0
2021240,22,0,0.9733,1.0,412.5,409.0,0,0
2021340,3,0,0.9964,1.0,412.5,409.0,0,0
2021440,2,0,0.9976,1.0,412.5,409.0,0,0
2021540,0,4,1.0,0.9975,412.5,409.0,0,0
2021640,0,0,1.0,1.0,412.5,409.0,0,0
2021740,0,0,1.0,1.0,412.5,409.0,0,0
2021840,0,0,1.0,1.0,412.5,409.0,0,0
2021940,0,0,1.0,1.0,412.5,409.0,0,0
2022040,23,0,0.9721,1.0,412.5,409.0,0,0
2022140,0,0,1.0,1.0,412.5,409.0,0,0
2022240,0,0,1.0,1.0,412.5,409.0,0,0
2022340,0,0,1.0,1.0,412.5,409.0,0,0
2022440,23,0,0.9721,1.0,412.5,409.0,0,0
2022540,3482,3479,0.0,0.0,412.5,409.0,1,1
2022640,4095,4083,0.0,0.0,412.5,409.0,1,1
2022740,4095,4095,0.0,0.0,412.5,409.0,1,1
2022840,4095,3837,0.0,0.0,412.5,409.0,1,1
2022940,4095,4095,0.0,0.0,412.5,409.0,1,1
2023040,4095,4063,0.0,0.0,412.5,409.0,1,1
2023140,4095,4095,0.0,0.0,412.5,409.0,1,1
2023240,4095,4095,0.0,0.0,412.5,409.0,1,1
2023340,4095,4095,0.0,0.0,412.5,409.0,1,1
2023440,4082,4095,0.0,0.0,412.5,409.0,1,1
2023540,4095,4061,0.0,0.0,412.5,409.0,1,1
2023640,66,40,0.92,0.9533,412.5,409.0,0,0
2023740,40,10,0.9515,0.9902,412.5,409.0,0,0
2023840,27,6,0.9673,0.9951,412.5,409.0,0,0
2023940,37,0,0.9552,1.0,412.5,409.0,0,0
2024040,15,14,0.9818,0.9853,412.5,409.0,0,0
2024140,14,7,0.983,0.9939,412.5,409.0,0,0
2024240,24,35,0.9709,0.9595,412.5,409.0,0,0
2024340,50,0,0.9394,1.0,412.5,409.0,0,0
2024440,40,0,0.9515,1.0,412.5,409.0,0,0
2024540,30,6,0.9636,0.9951,412.5,409.0,0,0
2024640,54,10,0.9345,0.9902,412.5,409.0,0,0
2024740,0,48,1.0,0.9435,412.5,409.0,0,0
2024840,47,0,0.943,1.0,412.5,409.0,0,0
2024940,0,30,1.0,0.9656,412.5,409.0,0,0
2025040,0,0,1.0,1.0,412.5,409.0,0,0
2025140,18,2,0.9782,1.0,412.5,409.0,0,0
2025240,67,0,0.9188,1.0,412.5,409.0,0,0
2025340,41,11,0.9503,0.9889,412.5,409.0,0,0
2025440,33,2,0.96,1.0,412.5,409.0,0,0
2025540,19,23,0.977,0.9742,412.5,409.0,0,0
2025640,44,30,0.9467,0.9656,412.5,409.0,0,0
2025740,48,30,0.9418,0.9656,412.5,409.0,0,0
2025840,47,0,0.943,1.0,412.5,409.0,0,0
2025940,10,10,0.9879,0.9902,412.5,409.0,0,0
2026040,16,11,0.9806,0.9889,412.5,409.0,0,0
2026140,26,6,0.9685,0.9951,412.5,409.0,0,0
2026240,34,0,0.9588,1.0,412.5,409.0,0,0
2026340,18,32,0.9782,0.9631,412.5,409.0,0,0
2026440,27,0,0.9673,1.0,412.5,409.0,0,0
2026540,2,0,0.9976,1.0,412.5,409.0,0,0
2026640,16,0,0.9806,1.0,412.5,409.0,0,0
2026740,19,2,0.977,1.0,412.5,409.0,0,0
2026840,0,0,1.0,1.0,412.5,409.0,0,0
2026940,0,31,1.0,0.9644,412.5,409.0,0,0
2027040,0,0,1.0,1.0,412.5,409.0,0,0
2027140,11,0,0.9867,1.0,412.5,409.0,0,0
2027240,16,3,0.9806,0.9988,412.5,409.0,0,0
2027340,43,0,0.9479,1.0,412.5,409.0,0,0
2027440,22,5,0.9733,0.9963,412.5,409.0,0,0
2027540,0,2,1.0,1.0,412.5,409.0,0,0
2027640,10,10,0.9879,0.9902,412.5,409.0,0,0
2027740,11,18,0.9867,0.9803,412.5,409.0,0,0
2027840,14,2,0.983,1.0,412.5,409.0,0,0
2027940,56,11,0.9321,0.9889,412.5,409.0,0,0
2028040,24,3,0.9709,0.9988,412.5,409.0,0,0
2028140,10,0,0.9879,1.0,412.5,409.0,0,0
2028240,34,27,0.9588,0.9693,412.5,409.0,0,0
2028340,42,0,0.9491,1.0,412.5,409.0,0,0
2028440,16,0,0.9806,1.0,412.5,409.0,0,0
2028540,48,19,0.9418,0.9791,412.5,409.0,0,0
2028640,46,19,0.9442,0.9791,412.5,409.0,0,0
2028740,0,0,1.0,1.0,412.5,409.0,0,0
2028840,6,0,0.9927,1.0,412.5,409.0,0,0
2028940,18,16,0.9782,0.9828,412.5,409.0,0,0
2029040,0,24,1.0,0.973,412.5,409.0,0,0
2029140,27,10,0.9673,0.9902,412.5,409.0,0,0
2029240,0,0,1.0,1.0,412.5,409.0,0,0
2029340,0,14,1.0,0.9853,412.5,409.0,0,0
2029440,34,24,0.9588,0.973,412.5,409.0,0,0
2029540,0,11,1.0,0.9889,412.5,409.0,0,0
2029640,0,0,1.0,1.0,412.5,409.0,0,0
2029740,16,3,0.9806,0.9988,412.5,409.0,0,0
2029840,3,0,0.9964,1.0,412.5,409.0,0,0
2029940,15,0,0.9818,1.0,412.5,409.0,0,0
2030040,3,10,0.9964,0.9902,412.5,409.0,0,0
2030140,0,14,1.0,0.9853,412.5,409.0,0,0
2030240,16,19,0.9806,0.9791,412.5,409.0,0,0
2030340,22,0,0.9733,1.0,412.5,409.0,0,0
2030440,34,0,0.9588,1.0,412.5,409.0,0,0
2030540,0,0,1.0,1.0,412.5,409.0,0,0
2030640,79,18,0.9042,0.9803,412.5,409.0,0,0
2030740,3,17,0.9964,0.9816,412.5,409.0,0,0
2030840,32,0,0.9612,1.0,412.5,409.0,0,0
2030940,48,34,0.9418,0.9607,412.5,409.0,0,0
2031040,33,26,0.96,0.9705,412.5,409.0,0,0
2031140,24,0,0.9709,1.0,412.5,409.0,0,0
2031240,26,26,0.9685,0.9705,412.5,409.0,0,0
2031340,15,0,0.9818,1.0,412.5,409.0,0,0
